Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Iva
American Chopper,XB,2004.0,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,0.018
Sonny with a Chance,DS,2010.0,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01,0.15,0.018
Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,0.05,0.06,0.02,0.02,0.15,0.018
Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,0.13,0.01,0.0,0.01,0.15,0.018
Kingdom Under Fire: Heroes,XB,2005.0,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,0.018
Wolfenstein: The Old Blood,XOne,2015.0,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,0.018
The Terminator: Dawn of Fate,XB,2002.0,Action,Atari,0.11,0.03,0.0,0.01,0.15,0.018
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005.0,Misc,,0.11,0.04,0.0,0.0,0.15,0.018
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0.018
Scooby-Doo! Unmasked,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15,0.018
Streak: Hoverboard Racing,PS,1998.0,Racing,GT Interactive,0.09,0.06,0.0,0.01,0.15,0.018
Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,0.018
Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,0.018
Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,0.018
NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0.018
Get On Da Mic,PS2,2004.0,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15,0.018
Heroes of Mana,DS,2007.0,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15,0.018
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,0.018
Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15,0.018
Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15,0.018
Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,0.018
Ice Age 2: The Meltdown,DS,2006.0,Platform,Vivendi Games,0.13,0.01,0.0,0.01,0.15,0.018
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,0.018
Bigfoot: Collision Course,DS,2009.0,Racing,Zoo Digital Publishing,0.14,0.0,0.0,0.01,0.15,0.018
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,THQ,0.12,0.02,0.0,0.01,0.15,0.018
Kidou Senkan Nadesico,SAT,1997.0,Strategy,Sega,0.0,0.0,0.15,0.0,0.15,0.018
Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15,0.018
Frogger's Adventures: The Rescue,GC,2003.0,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15,0.018
The Incredibles: Rise of the Underminer,DS,2005.0,Action,THQ,0.13,0.01,0.0,0.01,0.15,0.018
Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,0.018
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009.0,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15,0.018
Countdown: The Game,DS,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15,0.018
Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0.018
MLB Power Pros 2008,PS2,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,0.018
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005.0,Adventure,THQ,0.11,0.04,0.0,0.0,0.15,0.018
Theatrhythm Dragon Quest,3DS,2015.0,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15,0.018
Major League Baseball 2K10,DS,2010.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.018
Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,0.018
Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,0.018
Family Party: Fitness Fun,Wii,2010.0,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15,0.018
Thor: God of Thunder,PS3,2011.0,Action,Sega,0.07,0.06,0.0,0.02,0.15,0.018
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,0.018
Metal Slug Anthology,Wii,2006.0,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15,0.018
GoldenEye 007 (2010),DS,2010.0,Action,Activision,0.11,0.03,0.0,0.01,0.15,0.018
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,Sega,0.0,0.0,0.15,0.0,0.15,0.018
Rudra no Hihou,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.15,0.0,0.15,0.018
Gundam Breaker 2,PSV,2014.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,0.018
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,0.018
Zoids: Battle Legends,GC,2003.0,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,0.018
World Series Baseball 2K3,XB,2003.0,Sports,Sega,0.11,0.03,0.0,0.01,0.15,0.018
Serious Sam,XB,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,0.018
Kowloon's Gate,PS,1997.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,0.018
Killer7,GC,2005.0,Action,Capcom,0.12,0.03,0.0,0.0,0.15,0.018
Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,0.018
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010.0,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.15,0.018
NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15,0.018
The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,0.018
The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,0.018
Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,0.018
Kids Learn Math: A+ Edition,DS,2011.0,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,0.018
FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,0.018
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,0.018
Street Fighter Anniversary Collection,XB,2004.0,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,0.018
Final Fantasy XI: Vana'diel Collection 2008,X360,2007.0,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,0.018
Suzumiya Haruhi no Yakusoku,PSP,2007.0,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,0.018
Indigo Prophecy,PS2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,0.018
Mind Zero,PSV,2013.0,Role-Playing,GungHo,0.08,0.0,0.04,0.02,0.15,0.018
World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,0.018
NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0.018
Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15,0.018
Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,0.13,0.01,0.0,0.01,0.15,0.018
Ultimate Board Game Collection,Wii,2007.0,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15,0.018
Syndicate,PS3,2012.0,Shooter,EA Games,0.07,0.06,0.0,0.02,0.15,0.018
Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,0.018
NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,0.018
Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,0.018
Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15,0.018
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15,0.018
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,0.018
3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,0.018
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Misc,,0.11,0.04,0.0,0.0,0.15,0.018
F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0.018
The Legend of Heroes: Trails of Cold Steel II,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15,0.018
Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,0.018
J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15,0.018
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010.0,Action,Activision,0.09,0.04,0.0,0.03,0.15,0.018
Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,0.018
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,Simulation,Marvelous Entertainment,0.04,0.0,0.1,0.01,0.15,0.018
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.15,0.018
History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,0.018
NHL 09,PS2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0.018
Mirror's Edge Catalyst,XOne,2016.0,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15,0.018
Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,0.018
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,0.018
Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,0.018
Dark Rift,N64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,0.018
Tokyo Xanadu,PSV,2015.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15,0.018
All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,0.018
Burger Island,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,0.018
Petz: Dogz Talent Show,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,0.018
T'ai Fu: Wrath of the Tiger,PS,1998.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,0.018
Rocky,XB,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,0.018
Ford Racing 2,XB,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,0.018
Odin Sphere: Leifthrasir,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15,0.018
Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,0.018
Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.02,0.15,0.018
Tetris Attack,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,0.018
Candace Kane's Candy Factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,0.018
BloodRayne 2,XB,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,0.018
Hot Wheels: Beat That!,Wii,2007.0,Racing,Activision,0.13,0.0,0.0,0.01,0.15,0.018
Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,0.018
Jaws Unleashed,XB,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,0.018
Pro Yaky? Spirits 6,PS3,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,0.018
X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,0.018
Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0.018
Scarface: The World is Yours,Wii,2007.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.15,0.018
Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,0.018
Chessmaster II,PS,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,0.018
All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,0.018
Scooby-Doo! Mystery Mayhem,XB,2004.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,0.018
Winning Post 4,PS,1999.0,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,0.018
Major League Baseball 2K13,PS3,2013.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.018
DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,0.1,0.04,0.0,0.01,0.15,0.018
Pro Baseball Spirits 2015,PS3,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,0.018
Curious George,GC,2006.0,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,0.018
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.11,0.04,0.0,0.0,0.15,0.018
Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,0.018
Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,0.018
eJay Clubworld,PS2,,Misc,Empire Interactive,0.07,0.06,0.0,0.02,0.15,0.018
Cardinal Syn,PS,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0.018
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,0.018
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,0.018
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,0.018
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0.018
Warriors Orochi 3,PS4,2014.0,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,0.018
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,0.018
Super Street Fighter II,GEN,1993.0,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15,0.018
Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,0.018
Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0.018
Power Pro Kun Pocket 9,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
Rubik's World,Wii,2008.0,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15,0.018
Gallop & Ride!,Wii,2008.0,Sports,THQ,0.14,0.0,0.0,0.01,0.15,0.018
Shenmue II,DC,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,0.018
Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,0.018
Capcom Classics Collection,XB,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,0.018
Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,0.018
The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,0.018
Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,0.018
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,0.018
Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.018
Pac-Man World 3,XB,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,0.018
The Walking Dead: Season Two,PSV,2014.0,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15,0.018
Harvest Moon: Hero of Leaf Valley,PSP,2009.0,Simulation,Rising Star Games,0.07,0.02,0.05,0.02,0.15,0.018
Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,0.018
F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.03,0.15,0.018
All-Star Baseball 2005,XB,,Sports,Unknown,0.11,0.03,0.0,0.01,0.15,0.018
Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15,0.018
Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.08,0.06,0.0,0.01,0.15,0.018
SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,0.018
Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,0.018
NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,0.018
Batman Begins,GC,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,0.018
Toy Story Racer,PS,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,0.018
Yakuza: Ishin,PS4,2014.0,Action,Sega,0.0,0.0,0.15,0.0,0.15,0.018
F1 2011,PSV,2011.0,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15,0.018
Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,0.018
Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,0.018
Galerians,PS,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,0.018
Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,0.018
DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.018
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,0.018
Code:Realize - Sousei no Himegimi,PSV,2014.0,Adventure,Idea Factory,0.09,0.0,0.03,0.03,0.15,0.018
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,0.018
Deus Ex: Mankind Divided,XOne,2016.0,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15,0.018
Arena Football,XB,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,0.018
Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,0.018
Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,0.018
Thor: God of Thunder,X360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.15,0.018
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,0.018
Risen 2: Dark Waters,X360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15,0.018
Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,0.018
Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15,0.018
Super Monkey Ball Deluxe,XB,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,0.018
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,0.018
Shin Chan: ¡Aventuras de Cine!,DS,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,0.018
Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,0.018
High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,0.018
Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,0.018
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15,0.018
Backyard Sports: Sandlot Sluggers,DS,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,0.018
Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0.018
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,0.018
Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,0.018
Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,0.018
Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,0.018
Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,0.018
Dreamworks 2-in-1 Party Pack,DS,2010.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15,0.018
Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0.018
Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,0.018
Travel Games For Dummies,DS,2008.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0.018
BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,0.018
SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.15,0.018
Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0.018
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15,0.018
Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,0.018
Cars: Mater-National Championship,X360,2007.0,Racing,THQ,0.13,0.0,0.0,0.01,0.15,0.018
Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.018
Drawn to Life Collection,DS,2010.0,Misc,THQ,0.14,0.0,0.0,0.01,0.15,0.018
Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,0.018
Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,0.018
Dynasty Warriors 8: Xtreme Legends,PSV,2013.0,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15,0.018
Moshi Monsters: Katsuma Unleashed,DS,2013.0,Action,Activision,0.0,0.13,0.0,0.02,0.15,0.018
Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,0.018
Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,0.018
MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,0.018
Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.016800000000000002
Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,0.016800000000000002
Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14,0.016800000000000002
Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,0.016800000000000002
Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,0.016800000000000002
